epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7159337997436523,0.00017213713726960123,0.7835811376571655,0.8463541865348816,0.4209643304347992
1,0.882962703704834,0.00017213713726960123,0.3999171555042267,0.9427083134651184,0.25252458453178406
2,0.9172379374504089,0.00017213713726960123,0.3179500102996826,0.9401041865348816,0.27329862117767334
3,0.9364655017852783,0.00017213713726960123,0.2859281301498413,0.9661458134651184,0.23951369524002075
4,0.9428189396858215,0.00017213713726960123,0.2661876678466797,0.9661458134651184,0.21000169217586517
5,0.9548570513725281,0.00017213713726960123,0.23605838418006897,0.984375,0.18583281338214874
6,0.9607089161872864,0.00017213713726960123,0.21719063818454742,0.9739583134651184,0.19220024347305298
7,0.9652231931686401,0.00017213713726960123,0.2101866900920868,0.9609375,0.21922850608825684
8,0.9638856649398804,0.00017213713726960123,0.20702996850013733,0.9869791865348816,0.17517180740833282
9,0.9675639271736145,0.00017213713726960123,0.19800931215286255,0.9791666865348816,0.19404034316539764
10,0.9710750579833984,0.00017213713726960123,0.19458641111850739,0.9739583134651184,0.20315013825893402
11,0.9762581586837769,0.00017213713726960123,0.18054534494876862,0.9817708134651184,0.18612147867679596
12,0.9750877618789673,0.00017213713726960123,0.1807594746351242,0.9557291865348816,0.2354724407196045
13,0.9750877618789673,0.00017213713726960123,0.17915335297584534,0.9479166865348816,0.25663334131240845
14,0.9811068177223206,8.606856863480061e-05,0.1663290560245514,0.96875,0.20681942999362946
15,0.9812740087509155,8.606856863480061e-05,0.16373808681964874,0.9036458134651184,0.29120275378227234
16,0.9811068177223206,8.606856863480061e-05,0.1644461452960968,0.9192708134651184,0.2746329605579376
17,0.9807724356651306,8.606856863480061e-05,0.16256703436374664,0.9166666865348816,0.2645070552825928
18,0.9866243004798889,8.606856863480061e-05,0.15378282964229584,0.8645833134651184,0.3238506019115448
19,0.985955536365509,4.3034284317400306e-05,0.1532129943370819,0.796875,0.4355052709579468
20,0.9842835664749146,4.3034284317400306e-05,0.15481387078762054,0.8098958134651184,0.3852264881134033
21,0.9866243004798889,4.3034284317400306e-05,0.15299123525619507,0.8619791865348816,0.32943111658096313
22,0.9867914915084839,4.3034284317400306e-05,0.1504746526479721,0.8385416865348816,0.369441956281662
23,0.986457109451294,4.3034284317400306e-05,0.14694508910179138,0.8229166865348816,0.4055718183517456
24,0.9884634613990784,2.1517142158700153e-05,0.14519254863262177,0.8203125,0.41712865233421326
25,0.989466667175293,2.1517142158700153e-05,0.14050956070423126,0.8098958134651184,0.4355461299419403
26,0.9891322255134583,2.1517142158700153e-05,0.14284467697143555,0.8151041865348816,0.42737308144569397
27,0.9886306524276733,2.1517142158700153e-05,0.1435319036245346,0.8125,0.44435587525367737
28,0.9891322255134583,2.1517142158700153e-05,0.14092576503753662,0.84375,0.4078632891178131
