member,seed,best_epoch,best_val_accuracy,training_seconds,weights
1,20261403,13,0.9816513657569885,1630.8762763929553,/home/lcy/Series2Image/src/cnn-lstmwithattention/koa_configuration_ablation_6dataset/results/koa_p8_i2_e16/run_20260809_koa_config_ablation_deterministic_v2_seed0/fold_6/member_1_best.weights.h5
2,20261404,23,0.9862385392189026,2153.4815475100186,/home/lcy/Series2Image/src/cnn-lstmwithattention/koa_configuration_ablation_6dataset/results/koa_p8_i2_e16/run_20260809_koa_config_ablation_deterministic_v2_seed0/fold_6/member_2_best.weights.h5
