epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8434552550315857,0.00034248034353367984,0.4898071885108948,0.8830274939537048,0.41505399346351624
1,0.9493628740310669,0.00034248034353367984,0.2423756867647171,0.9151375889778137,0.3054151237010956
2,0.9692205786705017,0.00034248034353367984,0.19253003597259521,0.9334862232208252,0.2789002060890198
3,0.9730266332626343,0.00034248034353367984,0.18786603212356567,0.9587156176567078,0.2100267857313156
4,0.9791494011878967,0.00034248034353367984,0.1659288853406906,0.9357798099517822,0.28289708495140076
5,0.979645848274231,0.00034248034353367984,0.16273829340934753,0.9747706651687622,0.18598352372646332
6,0.9837828874588013,0.00034248034353367984,0.15240447223186493,0.963302731513977,0.18760600686073303
7,0.9847757816314697,0.00034248034353367984,0.14847227931022644,0.963302731513977,0.1861703097820282
8,0.9865960478782654,0.00034248034353367984,0.14253194630146027,0.9793577790260315,0.1568644642829895
9,0.9875889420509338,0.00034248034353367984,0.1404336392879486,0.963302731513977,0.19801181554794312
10,0.9912295341491699,0.00034248034353367984,0.13381318747997284,0.96100914478302,0.20474857091903687
11,0.9922224283218384,0.00034248034353367984,0.12955743074417114,0.9587156176567078,0.22677695751190186
12,0.9958629608154297,0.00034248034353367984,0.12185125797986984,0.9816513657569885,0.15791712701320648
13,0.990402102470398,0.00034248034353367984,0.1292596161365509,0.9793577790260315,0.1783946305513382
14,0.9945391416549683,0.00017124017176683992,0.12048806250095367,0.9793577790260315,0.16464072465896606
15,0.9973523020744324,0.00017124017176683992,0.11394037306308746,0.9770641922950745,0.16829009354114532
16,0.9975177645683289,0.00017124017176683992,0.11206156015396118,0.9724770784378052,0.18724973499774933
17,0.9981797337532043,0.00017124017176683992,0.11081132292747498,0.9701834917068481,0.2177218347787857
18,0.9981797337532043,0.00017124017176683992,0.11227356642484665,0.9793577790260315,0.19152913987636566
19,0.9990071058273315,8.562008588341996e-05,0.10964055359363556,0.9770641922950745,0.18324704468250275
20,0.9975177645683289,8.562008588341996e-05,0.1115785762667656,0.9701834917068481,0.24169662594795227
21,0.999172568321228,8.562008588341996e-05,0.1086386889219284,0.9770641922950745,0.18539898097515106
22,0.999172568321228,8.562008588341996e-05,0.10728222876787186,0.9793577790260315,0.17734670639038086
23,0.9993380904197693,8.562008588341996e-05,0.10799393802881241,0.9747706651687622,0.18392854928970337
24,0.9996690154075623,4.281004294170998e-05,0.10648654401302338,0.9770641922950745,0.17975987493991852
25,0.9996690154075623,4.281004294170998e-05,0.10649294406175613,0.9770641922950745,0.19638891518115997
26,0.9988416433334351,4.281004294170998e-05,0.10748807340860367,0.9724770784378052,0.20921258628368378
27,0.9990071058273315,4.281004294170998e-05,0.10731829702854156,0.9793577790260315,0.18668381869792938
28,0.9993380904197693,4.281004294170998e-05,0.10700865834951401,0.9793577790260315,0.19242165982723236
29,0.9996690154075623,2.140502147085499e-05,0.10625413060188293,0.9770641922950745,0.18174047768115997
30,0.9996690154075623,2.140502147085499e-05,0.10577712953090668,0.9793577790260315,0.1859329491853714
31,0.9998345375061035,2.140502147085499e-05,0.10555852949619293,0.9793577790260315,0.19001512229442596
32,0.9998345375061035,2.140502147085499e-05,0.10538513958454132,0.9724770784378052,0.21349161863327026
