member,seed,best_epoch,best_val_accuracy,training_seconds,weights
1,20261303,15,0.9657142758369446,1869.8633127829526,/home/lcy/Series2Image/src/cnn-lstmwithattention/koa_configuration_ablation_6dataset/results/koa_p8_i2_e16/run_20260809_koa_config_ablation_deterministic_v2_seed0/fold_5/member_1_best.weights.h5
2,20261304,27,0.9628571271896362,2506.1346904339734,/home/lcy/Series2Image/src/cnn-lstmwithattention/koa_configuration_ablation_6dataset/results/koa_p8_i2_e16/run_20260809_koa_config_ablation_deterministic_v2_seed0/fold_5/member_2_best.weights.h5
