epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7983948588371277,0.00021505872427951545,0.5822299122810364,0.8551912307739258,0.42466115951538086
1,0.9008025527000427,0.00021505872427951545,0.34220772981643677,0.9398906826972961,0.261623352766037
2,0.9377207159996033,0.00021505872427951545,0.2711372673511505,0.9426229596138,0.24453702569007874
3,0.9606741666793823,0.00021505872427951545,0.222663015127182,0.9781420826911926,0.18430988490581512
4,0.9648475050926208,0.00021505872427951545,0.20798161625862122,0.9590163826942444,0.18932968378067017
5,0.9731942415237427,0.00021505872427951545,0.18575267493724823,0.9398906826972961,0.2525799870491028
6,0.9752808809280396,0.00021505872427951545,0.18632292747497559,0.9590163826942444,0.2190033197402954
7,0.9776886105537415,0.00021505872427951545,0.17319993674755096,0.9508196711540222,0.201039656996727
8,0.9802567958831787,0.00021505872427951545,0.16617128252983093,0.9590163826942444,0.2156263291835785
9,0.9857142567634583,0.00010752936213975772,0.15201817452907562,0.9590163826942444,0.18585075438022614
10,0.9887640476226807,0.00010752936213975772,0.14258532226085663,0.9562841653823853,0.2170272320508957
11,0.9886035323143005,0.00010752936213975772,0.14084292948246002,0.9644808769226074,0.1826108992099762
12,0.9882825016975403,0.00010752936213975772,0.14088048040866852,0.9590163826942444,0.20374689996242523
13,0.9913322925567627,0.00010752936213975772,0.13333889842033386,0.9781420826911926,0.17263656854629517
14,0.9919742941856384,0.00010752936213975772,0.133511021733284,0.9672130942344666,0.1864108145236969
15,0.9922953248023987,0.00010752936213975772,0.1304543912410736,0.9644808769226074,0.20639057457447052
16,0.9929373860359192,0.00010752936213975772,0.1298970878124237,0.9535518884658813,0.22286157310009003
17,0.9924558401107788,0.00010752936213975772,0.12805506587028503,0.9590163826942444,0.21628209948539734
18,0.9929373860359192,0.00010752936213975772,0.128959059715271,0.9617486596107483,0.19366565346717834
19,0.9948635697364807,5.376468106987886e-05,0.12141925096511841,0.9644808769226074,0.19262616336345673
20,0.9955056309700012,5.376468106987886e-05,0.12172667682170868,0.9617486596107483,0.20524638891220093
21,0.9947030544281006,5.376468106987886e-05,0.12392276525497437,0.9617486596107483,0.20075686275959015
22,0.9948635697364807,5.376468106987886e-05,0.12207822501659393,0.9453551769256592,0.24052618443965912
23,0.9967897534370422,5.376468106987886e-05,0.11877423524856567,0.9617486596107483,0.20762476325035095
