member,seed,best_epoch,best_val_accuracy,training_seconds,weights
1,20261103,23,0.973621129989624,1975.4235486959806,/home/lcy/Series2Image/src/cnn-lstmwithattention/koa_configuration_ablation_6dataset/results/koa_p8_i2_e16/run_20260809_koa_config_ablation_deterministic_v2_seed0/fold_3/member_1_best.weights.h5
2,20261104,25,0.9808153510093689,2066.525177422911,/home/lcy/Series2Image/src/cnn-lstmwithattention/koa_configuration_ablation_6dataset/results/koa_p8_i2_e16/run_20260809_koa_config_ablation_deterministic_v2_seed0/fold_3/member_2_best.weights.h5
