epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.822655200958252,0.00039869282045401633,0.5313476920127869,0.9040767550468445,0.34704673290252686
1,0.9326288104057312,0.00039869282045401633,0.28866928815841675,0.9208633303642273,0.2788151204586029
2,0.9580581188201904,0.00039869282045401633,0.23477035760879517,0.918465256690979,0.2953750789165497
3,0.9669749140739441,0.00039869282045401633,0.20768016576766968,0.9232614040374756,0.3062802255153656
4,0.9687913060188293,0.00039869282045401633,0.19887694716453552,0.9568345546722412,0.24614255130290985
5,0.9722589254379272,0.00039869282045401633,0.18620407581329346,0.9616307020187378,0.1989576369524002
6,0.9740753173828125,0.00039869282045401633,0.18434616923332214,0.9568345546722412,0.24022705852985382
7,0.9777080416679382,0.00039869282045401633,0.17627891898155212,0.9640287756919861,0.22505687177181244
8,0.9796895384788513,0.00039869282045401633,0.17085792124271393,0.9664268493652344,0.18765489757061005
9,0.979194164276123,0.00039869282045401633,0.16748210787773132,0.9376499056816101,0.27823886275291443
10,0.9821664690971375,0.00039869282045401633,0.1620989739894867,0.9592326283454895,0.267110675573349
11,0.981836199760437,0.00039869282045401633,0.1640116572380066,0.9472422003746033,0.26087841391563416
12,0.9861294627189636,0.00039869282045401633,0.15086866915225983,0.9592326283454895,0.2199726551771164
13,0.9843130707740784,0.00039869282045401633,0.15275798738002777,0.9640287756919861,0.23053012788295746
14,0.9889366030693054,0.00019934641022700816,0.14267785847187042,0.9640287756919861,0.22151048481464386
15,0.9910832047462463,0.00019934641022700816,0.1322907954454422,0.9640287756919861,0.20778487622737885
16,0.9927344918251038,0.00019934641022700816,0.13001525402069092,0.9664268493652344,0.20082902908325195
17,0.9937252402305603,0.00019934641022700816,0.12560994923114777,0.971222996711731,0.21001015603542328
18,0.9920739531517029,0.00019934641022700816,0.1284283548593521,0.9664268493652344,0.2469797134399414
19,0.9937252402305603,9.967320511350408e-05,0.1266516149044037,0.9592326283454895,0.23503130674362183
20,0.995376467704773,9.967320511350408e-05,0.12259667366743088,0.9664268493652344,0.21238012611865997
21,0.9938903450965881,9.967320511350408e-05,0.12138764560222626,0.971222996711731,0.22131507098674774
22,0.9948810935020447,9.967320511350408e-05,0.12102703750133514,0.973621129989624,0.21544262766838074
23,0.9955416321754456,9.967320511350408e-05,0.11889108270406723,0.971222996711731,0.2122759371995926
24,0.9966974854469299,4.983660255675204e-05,0.11852679401636124,0.971222996711731,0.21398569643497467
25,0.9963672161102295,4.983660255675204e-05,0.12004107236862183,0.973621129989624,0.21542564034461975
26,0.9976882338523865,4.983660255675204e-05,0.11560040712356567,0.973621129989624,0.21558260917663574
27,0.9978533983230591,4.983660255675204e-05,0.11530991643667221,0.9664268493652344,0.22032657265663147
28,0.9975231289863586,4.983660255675204e-05,0.11459412425756454,0.971222996711731,0.2224646508693695
29,0.9978533983230591,2.491830127837602e-05,0.11345060914754868,0.973621129989624,0.21893475949764252
30,0.997357964515686,2.491830127837602e-05,0.11471175402402878,0.9664268493652344,0.22109413146972656
31,0.997357964515686,2.491830127837602e-05,0.11357825249433517,0.971222996711731,0.2215762436389923
32,0.9980185031890869,2.491830127837602e-05,0.11447837948799133,0.9688249230384827,0.2221839725971222
33,0.9985138773918152,2.491830127837602e-05,0.11086362600326538,0.9688249230384827,0.21849091351032257
34,0.9990092515945435,1.245915063918801e-05,0.11049351096153259,0.9688249230384827,0.2210695892572403
35,0.9976882338523865,1.245915063918801e-05,0.11208035796880722,0.9688249230384827,0.22531074285507202
36,0.9983487725257874,1.245915063918801e-05,0.11228116601705551,0.9688249230384827,0.21746988594532013
37,0.9988441467285156,1.245915063918801e-05,0.11186758428812027,0.971222996711731,0.22178393602371216
38,0.9985138773918152,1.245915063918801e-05,0.11198659241199493,0.971222996711731,0.2227078378200531
39,0.998678982257843,9.999999747378752e-06,0.11147080361843109,0.9688249230384827,0.22586214542388916
40,0.9983487725257874,9.999999747378752e-06,0.11133459210395813,0.9688249230384827,0.22231271862983704
41,0.9983487725257874,9.999999747378752e-06,0.11188430339097977,0.971222996711731,0.22672787308692932
42,0.9991743564605713,9.999999747378752e-06,0.11038444936275482,0.9688249230384827,0.22330522537231445
